Text,Score
وهناك تغيؤ في اغنيه لعصمت رشيد قديمه ليه تشكي من الدنيا ياورد حولت الى ده الشرطه ما بطخش حد,2
مفيش احسن من شيخ الازهر الاول الاستاذ الدكتور /محمد سيد طنطاوي رحمه الله وادخله جنه الخلد,2
في ناس كتيير تعبت في الحالة دي بجانب الناس اللي ذكرت اسماؤهم و كان وجودهم مهم و مؤثر للغاية نرجو مراجعة الخبر,2
اللي واقعة في دي المشكلة كيف تحلها ؟؟,2
"الاقربون اولى بالمعلوم ,الريس بتاعهم مجرد عامل او شريطي للشركات يبجث لها عن سوق في العالم.وبحكم تخصصي في البحث عن الحقيقة , حكومة الضل هي اللي ترسم السيسات والاستراتجية.",2
و نعم القدوة الرياضية .. حاجة تكسف,2
أمال في عيد تحرير سينا هتخش عليهم بدبابة وطلقتين وعيد الأضحي خروف مساء الإفتكسات,2
أنا سعيد بك جداً يا أنسة أنصاف ومبسوط منك جداً لأنك أخذتي القرار الصحيح وهو رجوعك إلى أصلك لأن اللى مالوش أصل دائماً يعيش تائه مهما كان رغد العيش الذى يعيش فيه ، صحيح الموضوع هيفرق معاكى نفسياً بسسب التفاوت فى مستوى المعيشة لكن دى مسألة وقتية ولن تستمر كثيراً ولكن هيهون عليكى دائماً إنك أخترتى القرار الصحيح الذى يرضى دينك ويرضى ضميرك ، وأنا كلى ثقة إن أول مكافأت المولى عز وجل ليكى إنه هيبعتلك ابن الحلال اللى يعرف قيمتك ويعزك وكنتى عمرك ما هتلقيه أبداً عند اللى مسمينه الباشا ، وبينى وبينك الأيام وسترين . أشكرك لأنك هتكونى قدوة لبنات كتير كدا زيك أشتروهم الطبقين بفلوسهعم .,2
معلش اصل انا عينى مش بتشوف اكتر من 10000 جنيه .,2
كان نفسى تكون فى الزمالك ايام شلة المتخاذلين جمال حمزة الترماى الى شربة عدلى وابو العلل والقبانى وبشير التابعى وعبد الواحد وكل المتخاذلين علشان تربيهم ارجوا من مجلس عباس النائم يسارع فى التجديد لحسام عامين على الاقل الراجل دة جوهرة,2
ال25 لاعب قدامك يا عميد اعمل معاهم ما بدالك عشان اللاعيبه دي طلعت عينا و احد واحد وبعدين يا كابتن هاني انت راجل ومالي هدومك لما تغلط غلطه استحملها يا هاني,2
مدار النيل سات ده مخصص لمصر و علي فكرة تم تخصيص هذا المدار لمصر منذ عهد عبد الناصر ، لما مصر إشتركت في هيئات الإستشعار عن بعد ،,2
المهم ياتري الجزائر هتجيب مدار منين ؟؟؟,2
الجزائر وشعبها وحكومتها وادارتها وكل شيء فيها فاقد الثقة بالنفس لدرجة مرعبة هو ليه لما بينجحو في الكورة ولا في اي مجال لازم يتم مقارنته بمصر الغالية وضمنيا نطلع احنا متخلفين وتربية شوارع وهم فوق الكمال بشوية كمان ده يا جماعة عدم ثقة بالنفس لدرجة الردة الاجتماعية والثقافية والديينية !! انا لو واثقة في نفسي بنجح بدون قصائد ولا جرائد ولا فضائح بنجح في هدوء ونجاحي هو من يتكلم ويشير عني وعن اجتهادي,2
عجيب امر بعض المعلقين المصريين وكانهم لا يعرفوا مصو و لا عمرهم نزلوا للشارع و الحقيقة بعيدة عن عقولكم وهاتهبعض الحقائق :,2
الجزائرى مريض نفسيا ياجماعة مافيش حدمصرى يرد على جزائرى علشان الثقافة تختلف بين المصرى العربى والجزائرى الفرنسى ياجماعة فى فرق كبير بين الثقافة العربية المصرية والثقافة الجزائرية على فكرة ياجماعة بلد المليون ونصف شهيد قد تغيرت واصبحت العراق الشقيقة اكثر من اثنان مليون شهيد عراقى راحت على الجزائر القب شكرا لكل مصر رد على كل جزائرى وتحديدا رقم 47 شكرا ليك,2
يا عم ايمن اسكت الله يخليك الناس زهقت منك ومن كلامك الفاضى .. اقولك على حاجة حلوة روح اقعد فى امريكا احسن بدل ما بيعتولك الفلوس خدها وانت قاعد هناك احسن بدل ما تصدعنا بكلام فاضى,2
بيرشح نفسه للرئاسة واول شئ يعمله انه بيأكد من البداية انه راجل عشوائى وغير منظم وغاوى قفل الطرق وانتشار الامن المركزى فى الشوارع وتعطل حركة المرور يعنى من قبل ما تبقى رئيس ناوى تذود اللخبطه اللى فى حياتنا اكتر ماهى متلخبطه ...ارحمنا ببوزك الناشف ده ..هو كل واحد مسك رغيف عيش فى مجلس الشعب عايز يبقى رئيس جمهورية ...ومن الاخر انت وجمال لا تصلحوا للرئاسة ولا حتى البرادعى اللى مش عارف مين احمد عز !!!جاى يحل مشاكل مصر ويركب علينا ويبقى رئيس جمهورية وهو مش عارف مين احمد عز !طيب انت جاى ليه ؟انت كنت رايح تجيب جاز ايه اللى قعدك على البوتجاز؟؟؟؟؟؟؟؟؟؟؟؟!!!!!!!,2
اعلان البرنامج الانتخابي للحزب ماشي وممكن نفهمها ، انما بعيد عن ميدان التحرير . انما اللي مش فاهمينه حكاية الاعلان عن مطالب الامه ما يكونش قصدك: أمه نعيمه نعمين خللي عليوه يكلمني . ليس الوقوف علي الاصابع تساويا في الطول يا دكتور . وبالمناسبه انت اخدت الدكتوراه من فين وبكام ، وسلم لي ع الترماي,2
من الواضح يا اخ محمد انك ما اتفرجتش على اى فلم من افلام احمد حلمى نهائى بدليل كلامك لانى بجد اكتر انسان عمل افلام صعبة ومعقدة فى مصر ومن الصعب على امثالك فهمها لانها لاتصلح الا لناس مثقفة هو احمد حلمى بدا من فلم مطب صناعى وحتى فلم الف مبروك وهو الممثل الوحيد اللى خرج الكوميدا من الشكل الهزيل اللى الشكل الراقى اللى بيحترم فكر المشاهد,2
ومحدش يقول بحلم لان حلمي بقي حقيقه,2
احمد حلمي بذل جهد كبير حتى وصل للمستوى اللي وصللو وانتو تقولوا فاااااااااااشل كيف يعني فعلا حرام عليكو,2
الشاطر يعرف يروح القناطر لان مافيش طريق يربطها بالقاهره لان المحافظين وزعوا الارض ملك الدوله بجوار الحاره القادمه من الدائري وزعوها علي الحبايب وسابوا اللي عايز يبني علي مزاجه وحدث و لا حرج عن التنظيم و الاداره الهندسيه,2
اليوم القناطر اختفت وغدا القلعه وبعدو الاهرام وبعدو المتحف ياجماااااااعه اتقو الله في كل شي ليه القناطر دي لو اي مسؤال حط نفسو مكان محمد علي كان لحس تراب هذه الارض لاكن كلو بيرمي المسؤليه علبيالتاني ي الاخر حسبي الله ونعم الوكيل,2
ارجو من أنصار البرادعى أن يحترموا الرأى الاخر ولا أنتوا بس بطالبوا بالديمقراطيه اللى على مزاجكم تقولوا اللى أنتو عايزينه ولو حد عبر برأى مخالف يبقى منافق وضلالى ويسير فى الظلمات .كفايه شعارات بقأه (زهقنا ) وكل اللى حاولين البرادعى منتفعين وكله بيلعب لمصلحته ، البلد دى مظلومه والله ، طالبنا بالحريه الاعلاميه والتعبير عن الرأى فتحول الامر من حريه إلى إنفلات اعلامى، احترموا الرأى الاخر دى أول مفاهيم الديمقراطيه ،وياترى مين اللى بيطبل ومين اللى بنافق ،فانصار البراعى أو غيره ليسوا ملائكه ولن يكونوا .والله انا مصريه ولا يشرفنى أن أنتمى لاى حركة أو حزب سياسى لاننا بنشتم وبس، لما نعرف نحترم بعض الاول نبقى نتكلم على أى حاجه تانيه مافيش حد إستحمل إهانات وشتائم منكم أكتر من الرئيس مبارك و أنتوا مش بتحترموا الرأى المضاد للبرادعى صدقونى بطريقتكم دى كرهتونا ف البرادعى أرحمونا بقأه,2
واخر نكتة بقي بتاعة دم اطفال وشهداء العراق الي يوم الدين,2
بصراحة قولوها صريحة دي غيرة وزنقة,2
الاستاذ المحافظ بيقول مواعظ وحكم ياريت حكومة نظيف بيه تعملنا كتاب وتوزعه علي الشعب اصل احنا نقصينك يا عم الحج وانت مالك اللي يشتغل ف السياسة ولا في تصليح بوابير الجاز انت مش واخد حقك تالت ومتلت يعني محافظ ومركز وسلطة واخر حلاوة حافظ علي المكتسبات يا باشا ومالكش دعوة بالناس عشان بجد احنا زهوقنا منكم ومن خبلكم بتكلم عن الشجب والتنديد ها هأئووووووو فوق يا حج وروح شفلك عمود نور صلحة ولا بلاعة مفتوحة منخدش منكم غير تصريحات وكلام,2
اعتقد لانك محافظ والمحافظ عضو في الحزب الحاكم يعني مندوب من الحزب والدوله وبكده تمثل تيار سياسي ولولا وجودك في المنصب لما اهتميت وقمت بواجب التهنئه,2
و شايف ان كل الفتن الطائفية اليبتحصل في البلد من تدبير الحزب الوطني و الدليل علي كدة انة لم يعاقب احد علي من قام بالاعتداء علي المسيجيين و انا نفسي ان نظام الرثيس مبارك يزول النهاردا قبل بكرة,2
هو ده كلام الناس العاقلين الفاهمين,2
مصر مش نافصة همجيين ولا ثورجية يسعون لتدمير مصر,2
هو نفين شكري ورانا ورانا. مش فاهم ايه الحكاية، يبدو أنها بتعمل دعايا لنفسها على اليوم السابع,2
انت رأيك ايه يا عم عدلي,2
لوبى البرادعى قمة النشاط عليا الطلاق بالتلاتة انتم لوبى لايزيد عن 50 مأجور متفرغيين,2
كالعادة كل يوم و التاني يطلعلنا مسؤل ولا موظف كبير في الدولة و ينتقد البرادعي و كلها أساليب مكشوفة الغرض منها التودد للحزب الوطني و الطمع في منصب أعلى .. كل دي ألعاب مكشوفة يا سعادة المحافظ الملوث !!,2
هو عارف انه لو البرادعي بقى الرئيس,2
الحق يسيادة المحافظ شوفلك حتة اتاوى فيها لحسن الطوفان جاى جاى ولا فكاك فالدكتور البرادعى ما لوش حل امنى لا توكيلات مزورة ولا شيك من غير رصيد ولا حتى كمبيالة من عند مرعى بتاع الكلْمة بكسر الكاف وتشديد اللام,2
هو اي كلام يتقال كده. مش عارف فيه افتكرت واحدة ست جاهلة و قاسية بتحاول توجه بنت صغيرة قليلة الحيلة.,2
يا عم روح شوف الاول وابقي تعالي اكلم روح شوف القناطر الخيريه التي كانت من اعظم مدن مصر ايام محمد علي ودلوقتي لا حول ولا قوة زحمه وبلطجه وكوبري بيعملوه من 10 سنين ومش عارفين يخلصوه ولا ولا ولا اقول ايه ولا ايه والموقف الذي لن انساه ابدا هو اعدام الخنازيز بالجير الحي والله لن انسي هذا القرار طوا مانا عايش,2
اخر حاجه عاوز اقولها الحكمه الليبيه علي لسان القذافي ومن ضمن بنود الدستور الليبي,2
المحافظ عدليحسين كان عضو اليمين في قضية التعذيب الكبري بتاعت زكي بدر وحكم بالبراءة علي جميع من قاموا بالتعذيب . وعدها اصبح محافظ. والان يريد ان يكون وزير . فلازم يهاجم البرادعي عتشان التغير الوزاري القادم اذا كانوا موجودين اصلا,2
طب سؤال أنت مابتنتقدش ليه حضور جمال مبارك وبقية محاسيب الحزب الحاكم للقداس وحضورهم صلاة العيد,2
دى مش سياسة هذا تحرير وطن من الفساد والاستبداد,2
و انت مالك يا حسين افندى ... اهلا بالبرادعى فى الكنيسه بس يسيبه من الاخوان المسلمون لانهم ليس لهم عهد و لا امان,2
والله أنا خائف أن الريس يعمل فيك يادكتو ر محمد مقلب ويكلفك بالرئاسه علشان تشرب من نفس الكأس وده يبقى أكبر مقلب شربته في حياتك,2
ايوة ياعم عندى المشكلتين دول,2
علشان كده البردعى بيدعى إن البنك المركزي تساهل مع لكح فى مليار. أتاري البردعى بيحسب الفوائد بنفس طريقة توفيق الدقن المشار إليها بالمقال و التقرير.,2
ياريت كل واحد يعلق يكون بيفهم فى البنوك اولا ثانيا كل البهوات اللى هربوا هيرجعوا الان ليه لن سياسة الحكومة الان انهم يرجعوا ويسددوا الديون اللى عليهم طيب منين هيسددوها,2
أصل عقده مع الزمالك انتساب من منازلهم وبيفكر يخليه انتظام. السؤال هو طول المدة دى بيذاكر، قصدى بيلعب ،والا واخدها سياحة.,2
لولا الإتفاقية اللى بتتكلم عليها ما كنتش قاعد قدام الكيبورد وبتتكلم بكل حرية وكان زمانك على الجبهه بتحارب وغيرك قاعد يتكلم ومهتم ببناء أعلى برج وأكبر نافورة وإقتناء احدث السيارات ..لولا الإتفاقية دى ما كنتش كل سينا رجعت لمصر ...ربنا يديم عليك إنت وامثالك نعمة العقل ....,2
انا لا أظن إن ريال مدريد هيفكر حتى مجرد تفكير في اي لاعب مصري وبعدين هو الموضوع عرض وطلب ومن حقك انك ترفض لكن أن تأخذك العزة بالإثم وتحلف كده وتجيب ريال مدريد في الرجلين فهذا ما لاتقبله منك الجماهير حتى وبعدين لانك جديد على كرة القدم فلا تعرف أصول اللعبة جيدا فلو الاهلي او الزمالك وضعوا الموضوع في دماغهم جامد فلن تقف امام تيارهم الجارف وهما عارفين ازاي يو صلوا لمآربهم بكل الطرق والحيل المشروعه وغير المشروعة وانت هتسلم بالأمر الواقع لان مفيش حد بيقول للاهلي والزمالك لا وكان غيرك اشطر وبعدين صدقني يا باشمهندس مع احترامي لحضرتك لكن لو حسن حمدي ولا الخطيب دخلوا عليك بما لهم من هيبه كده وقالولك وقع الاستغناء في ثانية هتوقع الاستغناء عن اللاعب,2
يعنى قدامك بحث علمى يقول انه مضر وممكن يموت تقولى مش مهم هاكله,2
نور محامى وعضو برلمانى ناجح لكن لايصلح رئيس جمهورية واسعة اوى علية,2
الجريمة و التهمة الموجهه للناشر: منشورات و تنظيمات ضد امن الدولة لها علاقة بتيارات متطرفة خاصة ان قريبه من الجماعات اياها! لكن اعتقال عشان كتاب فاشل؟ بيتغزل فى البرادعى و بيسرد كلام موجود على الانترنت و مش جديد؟ طيب كل المعلومات اللى فيه موجودة على النتّ يبقى يصادر ايه؟ و ليه؟ و بعدين الكتاب تجاهل توضيح الحقائق التى يريد الناس معرفتها عن علاقته بالاخوان و ايران و دكتور شاكر و امركيا! يعنى الكتاب ليس فيه شىء مهم!,2
وباريت نعرف اية هى بنود الوثيقة,2
عايز جمال الي اشتغل مع الفلاح والعمال,2
والكلمتين دول تحيه ليك .....,2
هتقوله إيه .. الختان مش من السنة .. كمان هاتطلع مش فاهم دينك,2
هيعود الصاحب والصديق والأخ العزيز فتحى أبو غريب يزرع ويحصد فيكى الخير يا بلد ...,2
ههههههه ايه ياعوض انت لسه بتتكلم عن موضوع وفاء قسطنطين؟ ياترى هيه دى اللى حترفع رايه الاسلام والايمان ؟ ياترى اهتمامكم بمصير وفاء للدرجه بيخلى كتير منكم كل شويه يتكلموا عنها بذمتك مش مكسوف من نفسك يكون ارتباط مصيرك بأدعاء قد قيل كذبا على لسان السيده وفاء بأنها اسلمت وقد قالت امام كل رجالات الامن وامام المستشار العام انها ولدت مسيحيه وستعيش وتموت مسيحيه! فكك بقى من الكلام الفارغ اللى بتوهموا نفسكم بيه مش بالعافيه يابنى. ولا اى كلام وخلاص. وياريت تتعلم الادب لما تتكلم على حد كبير فى المقام والسن زى قداسه البابا شنوده ..اسمه قداسه البابا شنوده زى ماحنا بنقول فضيله الشيخ على الشيخ الجليل احمد الطيب.,2
علي العموم ليها حل وربنا يكرمها زي ما كرم سعاد حسني,2
حقيقى انتى مظلومة يعنى جات عليكى و بعدين مادام كله لخدمة السياق الفنى و الدراما و خدمة المجتمع و المخرج الفاضل يبقى ما نقدرش نتكلم طبعا و بعدين احنا ايش فهمنا فى الفن والاشياء الراقية دى يا جماعة ده فن بتاع الاستاد يوسف شاهين و الاستاد خالد يوسف والاستاد هانى جرجس يعنى ناس كبيرة المهم ربنا يوفقهم و يكون معهم فى طريق الخير و الاعمال الصالحة و بادن الله يجعله فى ميزان حسانتهم قولوا امين,2
انا وحد من الناس المشتركين بالبرنامج وفى الاخر احنا الاتنين هنستفيد الطالب والشركة اينعم الشركة متكفلة بكل المصروفات وكمان هتدينا مرتب وكمان بكلوريوس وفى الاخر شركة امريكانا هى الكسبانة,2
متى يتعلم حكامنا من الرجال أمثال أردوجان؟؟ و النبى مش مكسوفين من أنفسكم؟؟؟,2
اهم حاجة الفعل مش اشتم فى اسرائيل ولسة من كام يوم واخد منهم 6 طائرات عسكرية زى صاحبنا امير قطر وقت حرب غزة عمال يشتم فى اسرائيل فى نفس الوقت طائرات النقل الامريكية تنقل القنابل الفسفورية من قطر الى مطار تل ابيب واسرائيل تسلمها بدورها الى اطفال غزة يا ريت الفعل يكون زى الكلام,2
يبقى ياريت تجيبه معلومه جديده ؟؟؟ واسف على الازعاج,2
وهى دى نهاية اللعب مع الكبار,2
الحكومه عرفت إن الشعب ده بيحب الكلام ويشتم من بعيد ولذلك تركته ينفس براحته حتي لا ينفجر .,2
وهبدأ بنفسي أنا ومراتي وأمي وكل العيلة هننتخبك فهل تستطيع فعل ذلك الطلب الصغير .,2
أنا أحي حماسك للسيد جمال مبارك ، بس اقتراحك مش عملي ولا منطقي من أهم رجل بجانب جمال مبارك ، أحمد عز ملك الحديد اللي الشعب المصري مش طيقه، جمال لو عمل اللي إنت بتقول عليه ها يتخلص من كل اللي حواليه، النظام كله غلط، النظام قرب الفاسدين ، و ا طلق أيديهم بدون حساب ،الرئيس وجمال مسؤلين عن الوضع دة ، علشان كدة أنا شايف إن التغيير بقيادة البرادعي هو الافضل لمصر في الوقت الحالي,2
لازم يعرف جمال مبارك أنه مش ممكن يجي والشعب فى الحالة التى يمر به الفساد والبطالة واحزاب رجال الاعمال كل ده بسبب أبوه وبعد كده هو جاه ليؤكد تمسكه بنفس الاسلوب احنا عايزنا نغير احنا عايزنا حد زى د./ محمد البرادعي عشان نغير كل الوجوه اللى زهانه منها فتحي سرور كمال الشاذلى صفوت الشريف جميع عواجيز الوزارة الحزب الخايب الديمقراطي كله كله كله كله كله ....,2
ضاعت حقوق كنيرة في هذا العالم وأصبح في هذا الزمن الحق باطل والباطل حق وبلاش اذكر أمثلة سياسية للاننا نتكلم الآن عن الرياضة .. فين الرياضة الآن فين الأخلاق فين وفين وفين ... وأحب أقول للأهلاوية نفس كل واحد يراعي ربنا الأول قبل ما يكتب أي حاجه ويعرف انه ربنا سوف يحاسبنا على كل كلمة نكتبها تعالوا يا أهلاوية شوفي بطولات الزمالك القرن الماضي وقارنها ببطولات النادي الأهلي وليه الاتحاد الدولي صنف الزمالك بطل القرن وايه اللعب الذي تم في الاتحاد الإفريقي علشان يقول أن الأهلي نادي القرن ونتشاور بالعقل وقبل كل ذلك المهم أنه فريق مصري سواء الأهلي أو الزمالك يعني ما خرجت بعيد .,2
وهو ان الناس اللى ماسكه البلد دى يهود فعليا لأن المصرى حتى لو حرامى ها يسرق مش بالشكل المخرب ده,2
كلنا معاك يابكرى ..والله مسكين احمد عز مش قادر ينسى ان الاستاذ مصطفى بكرى حصل على نسبة اكثر النواب ايجابية فى مجلس الشعب وقد حاول بكل مايملك ان يمنع ظهور هذا التقرير فلم يستطع وعاقب من اظهروه للاعلام بتنحيتهم عن اعمالهم وكان يمر بحالة اكتئاب حادة كما نشرت الصحف ..واذا احمد عز معملش كده ميبقاش احمد عز ...طب سمعت حضرتك عن المجمع الانتخابى الكبير الذى بناه فى المعادى لادارة عمليات التزوير الكبرىلانتخابات مجلس الشعب ووالشورى فى محافظة حلوان ..طبعا شغل بلطجية ومزورين ونصابين ..ماهى دى شغلته الجديدة ولكن على مين احنا الشعب وراك يابكرى ومعاك يابكرى ولانعرف نائبا الا انت والخاسر هو من ينزل امامك حتى لو كان احمد عز نفسه بترسانة التزوير بتاعته ..اهل حلوان رجالة وماحدش يقدر يحركهم زى الشطرنج وياريت عز باشا يدور له على لعبة تانية يلعب بيها,2
طبيعى جدا ان يحب الزمالكاوية حسام قليل الادب وهيما البلطجى ومرتضى السافل وابراهيم سعيد المتخلف ومدحت عبد الهادى الزبالة وشيكا مشاكل وميدو خناقات اظن عرفتوا يعنى اية زمالك انشر يا نجم,2
نفسي تركز كدة وربنا يكرمك,2
رقصنى يا اسكندرانى لأ مش قادرة,2
ياريت العمالة الصنية تجتاح السوق المصرى,2
الصبر جميل وربنا ينصر الحق الناس تعبانى ارحمو الناس انتم عيشين احل عشة والناس مش لقه تاكل يارب,2
اجندة السياسات بها كل شعار وردي جميل - وللاسف لاتحمل اشياء يحس بها الجميع او يحس بها الشعب عامه - مثل تحسين الاجور او المصلحه العامه - منعا للكذب - وهي دي ما يسمي بالشفافيه - ومشروع الاوراق الاكتتاب و صكوك الاوراق الماليه - التي سيملكها امين السياسات لعامة الشعب - مقبوضة الثمن - لرفاهية الشباب وزيادة دخلهم ورفاهية الشعب - الصكات الماليه اللي تفضل السيد رئيس لجنة السياسات - بعبقرية منقطعة النظير - وبشر بها الشعب في التلفاز وايده فيها السيد وزير الاستثمار - ثم انقطعت الاخبار عنها - وكانت بمثابة بكره عبقريه,2
لا تنفيذ لحكم المحكمة..! ولا رفع الحد الأدنى للأجور..! (ومفهوم ضمنا طبعا ولا مساس بالحد الأعلى للأجور ) يعني الحكومة ح تجيب منين؟!,2
كلامي ده لاخي الفاضل جمال مبارك باشا شوف ياعم الريس انا طول عمري ادافع عن والدنا العظيم حسني مبارك الذي وقف بجانبنا حتي الان وعندما جاء البرادعي قلنا لا دحنا معانا الريس الكبير الذي سوف يضبط العمليه فاذا كان الريس هيترك الرياسه لواحد له نفس الفكر يبقي لا لجمال ولالمبارك ونعم لمصلحتنا مع اجانب نعم مع كفار نعم لانكم كفرتم الناس ياراجل ده انت لواخذت من ميزانية كل وزاره مليار سوف تضبط الماهيات حرام عليكم انا دكتور وعندي 25 سنه خبره والله والله والله راتبي لايكفي ليوم 10 في الشهر حرام عليكم هتتحسبوا من رب العباد,2
يا جماعه احنا احسن من دبي ولا والسعوديه ولا الكويت ولا الاردن حتى في ايه ده عمرنا ما سمعنا فى دوله عن ازمه فى حاجه الا مصر يا جماعه دعوه وقولوا امين يا رب نصلي عليهم صلاه لا ركوع لها عشان الشعب يرتاح,2
ياريت أصحاب التعليقات كلها سواء حسنة أو سيئة يخليهم في حالهم لأن دي أمور بين الطرفين بالمفاوضات الجادة ممكن تتحل .. أما هذه التعليقات فمن دورها توسع الفجوة بين الأشقاء في البلدين ، والأخوة السعوديين سواء كانوا أفراد أو مسئولين محترمين جداً جداً .,2
افشل شركة مصر للطيران فهى افشل شركة فى افشل دولة طبعا النظام مشعارف يمارس الفساد خارج الجدود لان ليس لة مباحث امن الدولة فى الدول الاخرى,2
"دائما الافكار جميلة و رنانة و لكن عند التطبيق تتحول الي مجرد شعارات و تقفيل ورق و الجودة حاليا عبارة عن ملفات في ملفات و ورق في ورق يعني المدرسة علشان تاخد الاعتماد التربوي علي الاقل تكون عملت اكتر من 120 اجتماع مع جميع العاملين ....؟ طبعا فبركة, و تدريبات طبعا علي الورق , و خطط وهمية و الناس اللي تم اختيارهم كافراد في فرق الدعم الفني و ضمان الجودة لسه خضر يعني مش همه اللي طلعوا بعثات بالخارج او الحاصلين علي دراسات عليا علشان كل واحد ماسك منصب مش عايز حد تاني ينافسه او احسن منه",2
اخيرا مش ملاحظين الجنه مكونه من كذا و كذا بش مفيش حد من المعلمين و بالمناسبة اساتذة كلية التربية في مصر رغم احترامي اهم يفهمون بعض النظريات التربوية التي عفا عليها الزمن و بعضهم لديه بعض ( الابقاق - و معلش لاني مش لاقي معني مماثل للكلمة) و لا يعرفون اي شيء عن واقع التعليم في مصر,2
الكلام ده فى زمن الرجال :::::::::::::::::::,2
يا أخي أختشي على دمك ذا أنت المعاقب و الموقوف 5 سنوات لسوء أخلاقك . ما أنت تربية حواري بلطجي بتاع سكاكين بلاش قلة أدب بقاء .,2
ادخلوا الشتيمة واللغة السوقية وضرب الجزم - روحوا شوفوا اي مضبطة لجلسات مجلس الشعب قبل انتوا ما تدخلوا البرلمان - قبل الثورة - وشوفوا الرقي والتحضر والخطب الرنانة الي مليانه ثقافة ساعتها هتعرفوا ان البرلمان لازم يكون للنخبة السياسية مش لكل من هب ودب وله مصالح شخصية,2
العيب على العمال و الفلاحين و الاميين ال 26% من شعب مصر! البرادعى لو مسك الحكم هيرميهم برة مصر! لازم يتعلموا انجليزى الاول و كمبيوتر عشان يعرفوا يتواصلوا معاه عبر التويتر و الفيس بوك!,2
السلام عليكم ورحمة الله وبركاتة انا شايف ان دى اول مرة يتقال كلام معقول احنا كشعب نبتدى فعلا نهتم بالمشاركة فى السياسة واننا ابتدينا نسمع كلام جديد وواضح ان الكلام دة لازم يعجب ناس وميعجبش ناس والحل اننا نتكلم مع بعض اكتر مش نطلع تصريحات نشتم فيها بعض.,2
مبارك أو أبو فريدة أو برادعي او غيرهم مش نستنا لما يقدمونا برامج محددة ساعته ممكن نحدد هنهاجمهم ولا هنأيدهم,2
ياجماعه كده البرادعى خلاص دخل التاريخ اصلا وبقى ضمن اعظم العظماء الى جوار احمد عرابى ومصطفى كامل وغيرهم من الزعماء ويكفينا شرفا ان البرادعى مننا ويارب نبقى كلنا البرادعى رجل شريف رجل علم رجل يحب مصر والمصريين,2
وعايز تنور وعايز تطور وتعمللي روحك بتكسب رجال,2
لو اللام ده صحيح امال تفسروا بايه حاله الضرابات المتكرره اتقى الله كله هيتحاسب امام الله,2
كانوا رايحين فين ؟؟؟؟؟؟؟؟؟؟؟؟؟,2
ربنا يرحمكوا ويغفرلكوا,2
اول حاجة اقولها ربنا يرحمكو ويغفر زنوبكم وينور قبركم ويسبتكو عند السوال تانى حاجة الناس اللى شمتانا وبتتريا ربنا حيحسبهم اوحش حساب غير ان اللى ميعرفش ميتكلمش وحسبى اللة ونعم الوكيل فى اى حد يتكلم فى عرض بنت عايشة او ميتة وازكرو محاسن موتاكو وحتوشينى يا نرمين وربنا يرحمك برحمتة قادر يا كريم ويسكنك فسيح جناتة انتى ونانسى يارب ووائل وكل اللى اتوفووووووووو ويصبر اهلهم واجعلهم من الصابرين يا رب ارحمنا كلناااا برحمتك ونرمين بجد كانت غالية عليا اوىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىى,2
شم النسيم موجود من أيام الفراعنه....يعني مش مرتبط بالأقباط خاصة,2
مع الاسف احنا المصريين هانعيش طول عمرنا مقلدين في الغلط والبدع والحرام,2
انا مسلم لكن انا شايف ان التمييز فعلا موجود في مصر ضد المسيحيين و ده ضد اي دين او حقوق انسان,2
بسراحه نستاهل اكتر من كده,2
اين دولة المؤسسات والنقابات التى اصبحت حبر على ورق وزيرة القوى العاملة فى وادي كأن الواضيع لا تمسها وكفاية انها اعلنت من مدة صرف منحة بمناسبة عودة الرئيس الناس دول عايشين فى عصر ولى وانتهى وهم السبب الواحد يعرف ان مجلس الشعب للتشريع مش للعراك والنقابة للتخطيط مش نادي ووزارة القوى العاملة لكل المصريين يعني لازم يكون لكل وزارة مجلس مش وزير هو الذي يحدد وهو الكل فى الكل حرام عليكم مصر حلوة لية بتغيروا طعمها وفيها خير بس بيتوزع على السادة مش معقول مش عارفين مرتب الوزير كام ولا المدير ولا حكاية العلاج على نفقة الدولة الموزع على اعضاء مجلس الشعب طيب فين المجلس المحلى للخدمات بس والله احنا عندنا صبر مكهرب اعدائنا وبناكل فسيخ بعد كل التحزيرات بس والله الفسيخ اليوم حلو والبيض وعلى فكرة الاحتفال دة من قديم الزمن ايام الفسخ الحياني الواحد اتنين كيلو وكل عام وانتم بخير وكل شم النسيم ومصر حبيبتنا بخير وبكرة جاي بنور جديد وخلوا املكم فى ربنا والاخوة الاقباط بخير ومصر هى مصر مهما عملوا فينا والسلام ختام,2
انا بحبك وعايز اقولك انك انسانه رومانسيه وكل ما ابص في عينك بتزيد دقات قلبي احتمال كبير اني بحبك,2
ان شاء الله الفوز للاهلى انا متأكد من كـدا,2
وكمان من حق الآنسات الصغيرين اللي حيروحوا الاستاد انهم يكونوا آمنين علي نفسهم وميسمعوش اي حاجة تخدش حياءهم,2
احنا مسلمين ومسيحين بنحب بعض,2
كفايـــــه بقى ال مبارك,2
دلوقتى يطلعلنا الناس اياهم اللى بيقبضو كل شهر ويقولولك ان دول اعداء الوطن وانهم عايزين يشوهو الصورة الجميلة,2
